Name,Age,GPA,Credits_Completed,Year,Pathway
Bob Scott,17,3.11,0,Senior,Marketing
Ian Williams,15,0.72,22,Freshman,Early Childhood Education
Sophie White,19,3.18,10,Senior,Construction
Daniel Anderson,14,0.55,5,Super Senior,Business
Daniel Anderson,14,1.48,53,Junior,Early College
Josh Foster,16,1.37,7,Freshman,Marketing
Ben Brown,16,3.97,52,Sophmore,Construction
Sophie Fraker,16,0.93,46,Freshman,Construction
Mac Jones,19,3.89,20,Super Senior,Early Childhood Education
Ben Anderson,19,1.85,41,Freshman,Early College
Isabelle White,17,4.43,51,Super Senior,Early College
Ben Foster,14,2.39,47,Sophmore,Early College
Sophie Johnson,17,1.42,27,Senior,Computer Science
Alex Brown,19,4.34,58,Freshman,Culinary
Sarah Scott,17,0.35,40,Junior,Bio Med
Ian Fraker,18,1.73,19,Freshman,Marketing
Hayden Foster,16,0.75,48,Freshman,Marketing
Tom Johnson,18,0.62,4,Senior,Computer Science
Rachel Fraker,19,1.33,56,Junior,Computer Science
Ian Miller,15,3.11,33,Freshman,Fine Arts
Ian White,17,3.24,17,Senior,Early Childhood Education
Daniel Moore,17,4.03,32,Senior,Fine Arts
Hayden Miller,14,1.2,15,Freshman,Computer Science
Bob Moore,18,4.25,11,Freshman,Early Childhood Education
Tom Moore,15,4.42,0,Sophmore,Construction
Emma Foster,16,2.34,55,Senior,Computer Science
Mac Jones,17,2.82,40,Freshman,Fine Arts
Emma Scott,16,0.45,32,Super Senior,Early College
Tom Miller,18,3.12,32,Sophmore,Engineering
Alex Johnson,14,1.53,12,Senior,Computer Science
Lily White,19,2.57,55,Super Senior,Culinary
Sarah Smith,15,3.34,19,Freshman,Marketing
Lily Foster,14,0.91,35,Super Senior,Bio Med
Daniel Scott,17,3.79,18,Senior,Culinary
Rachel Fraker,16,1.74,6,Senior,Engineering
Isabelle Brown,16,3.54,16,Freshman,Early College
Josh Williams,14,3.08,28,Senior,Computer Science
Alex Davis,15,3.52,38,Super Senior,Early Childhood Education
Alex Scott,18,0.71,47,Senior,Fine Arts
Josh Moore,14,1.9,39,Super Senior,Construction
Emma German,19,3.16,50,Senior,Bio Med
Lily White,16,4.25,55,Super Senior,Early Childhood Education
Hayden Miller,14,1.27,34,Sophmore,Early College
Bob Moore,17,1.95,41,Super Senior,Early College
Josh White,16,2.65,46,Super Senior,Construction
Isabelle White,15,0.44,10,Senior,Early Childhood Education
Ian Jones,16,1.97,51,Super Senior,Marketing
Tom Moore,15,3.54,15,Sophmore,Computer Science
Isabelle German,15,1.51,8,Sophmore,Early College
Daniel Garcia,19,0.95,36,Freshman,Engineering
Sophie German,14,3.91,49,Sophmore,Culinary
Lily Davis,15,3.94,53,Super Senior,Early Childhood Education
Ian Fraker,18,0.77,20,Freshman,Culinary
Isabelle Fraker,14,2.49,55,Super Senior,Early College
Isabelle Brown,16,0.86,13,Super Senior,Culinary
Marie Williams,17,1.43,60,Freshman,Bio Med
Isabelle Johnson,17,0.73,4,Junior,Fine Arts
Lily Anderson,15,1.45,12,Freshman,Early Childhood Education
Emma Williams,18,1.4,17,Freshman,Engineering
Sarah Johnson,16,3.65,36,Junior,Early College
Emma Anderson,14,2.0,33,Freshman,Construction
Ian Davis,18,3.28,42,Junior,Computer Science
Sophie German,18,3.84,48,Junior,Marketing
Bob Miller,16,1.49,30,Super Senior,Early College
Ian Smith,19,0.76,28,Junior,Early College
Hayden Johnson,17,3.05,14,Senior,Early College
Sarah Foster,14,0.96,6,Sophmore,Construction
Josh Jones,17,3.11,19,Senior,Marketing
Mac Miller,15,4.4,28,Super Senior,Fine Arts
Hayden German,14,2.26,50,Super Senior,Early Childhood Education
Lily Smith,18,3.31,20,Junior,Bio Med
Tom Foster,16,3.63,16,Sophmore,Fine Arts
Sarah Fraker,17,2.89,41,Super Senior,Early Childhood Education
Josh Williams,14,2.06,51,Sophmore,Bio Med
Hayden Jones,14,2.75,28,Super Senior,Engineering
Rachel Moore,19,3.27,9,Super Senior,Marketing
Tom Smith,14,4.34,53,Sophmore,Computer Science
Mac Miller,15,4.21,37,Senior,Early Childhood Education
Ben White,14,2.55,4,Sophmore,Computer Science
Sarah White,15,3.86,29,Sophmore,Fine Arts
Ben Smith,18,2.8,42,Super Senior,Engineering
Alex Miller,19,2.74,59,Junior,Marketing
Ben Foster,16,4.36,51,Freshman,Bio Med
Ian Moore,16,0.61,50,Freshman,Fine Arts
Marie Brown,17,3.93,17,Sophmore,Early College
Lily Davis,16,0.54,1,Super Senior,Computer Science
Ian Davis,16,4.06,45,Super Senior,Construction
Isabelle Jones,16,2.72,6,Super Senior,Early College
Emma Fraker,18,3.43,21,Sophmore,Early Childhood Education
Tom White,17,0.3,20,Sophmore,Early College
Emma Jones,18,1.42,3,Super Senior,Marketing
Tom Miller,16,0.36,34,Sophmore,Engineering
Joe Fraker,14,1.69,20,Junior,Engineering
Ian Miller,17,0.52,20,Senior,Bio Med
Isabelle Garcia,19,2.1,37,Junior,Engineering
Daniel Williams,15,3.42,3,Senior,Bio Med
Daniel Johnson,17,2.25,1,Sophmore,Bio Med
Marie Williams,17,4.0,55,Sophmore,Computer Science
Josh Brown,19,3.93,12,Sophmore,Marketing
Daniel White,18,0.84,31,Freshman,Computer Science
Mac Miller,18,4.19,35,Freshman,Early Childhood Education
Tom Moore,16,1.89,49,Senior,Culinary
Tom King,16,1.18,6,Freshman,Bio Med
Josh Johnson,16,2.85,25,Junior,Early College
Daniel Moore,14,2.06,3,Sophmore,Early College
Sophie Scott,14,4.13,33,Freshman,Early College
Ben Miller,19,1.29,40,Sophmore,Marketing
Bob Smith,17,0.57,23,Junior,Early Childhood Education
Ben Brown,15,2.62,3,Freshman,Engineering
Mac Jones,19,2.32,19,Junior,Business
Sarah Scott,17,3.25,48,Senior,Culinary
Joe Williams,15,1.12,16,Junior,Computer Science
Ian Scott,18,2.54,45,Freshman,Bio Med
Sophie Smith,18,2.54,43,Super Senior,Bio Med
Ian Scott,19,2.33,51,Freshman,Bio Med
Mac Johnson,15,2.59,2,Sophmore,Early College
Rachel Williams,15,3.56,0,Junior,Early College
Marie Johnson,19,3.06,17,Sophmore,Early College
Mac Scott,17,0.38,7,Freshman,Business
Ben White,16,0.86,23,Junior,Marketing
Emma Davis,16,0.65,7,Sophmore,Construction
Sarah Jones,18,1.16,40,Junior,Culinary
Bob Johnson,19,3.54,54,Super Senior,Bio Med
Tom Brown,17,0.59,34,Junior,Computer Science
Josh Davis,15,3.62,37,Junior,Computer Science
Alex Smith,15,0.79,52,Sophmore,Construction
Bob Brown,14,2.25,3,Junior,Construction
Hayden Williams,19,3.65,18,Freshman,Marketing
Mac Smith,15,3.59,28,Super Senior,Computer Science
Emma Miller,16,0.73,8,Freshman,Culinary
Bob Jones,16,2.5,7,Senior,Bio Med
Lily Scott,16,0.82,13,Freshman,Engineering
Joe Williams,19,4.34,28,Junior,Fine Arts
Sarah Foster,15,1.43,9,Senior,Construction
Ian Johnson,15,3.81,36,Freshman,Engineering
Daniel Foster,18,3.32,2,Senior,Computer Science
Emma Brown,17,3.65,42,Junior,Fine Arts
Rachel Foster,14,4.07,41,Super Senior,Computer Science
Joe Garcia,18,4.25,59,Freshman,Marketing
Tom Smith,16,2.99,14,Sophmore,Bio Med
Sarah Garcia,16,3.93,42,Sophmore,Marketing
Bob Miller,18,2.59,26,Super Senior,Early College
Mac King,16,1.54,20,Junior,Engineering
Isabelle Miller,15,4.27,34,Super Senior,Early Childhood Education
Sophie Jones,18,2.54,53,Sophmore,Fine Arts
Ian Jones,17,0.88,58,Junior,Early Childhood Education
Rachel Moore,17,2.14,42,Junior,Early College
Rachel German,16,4.31,30,Freshman,Engineering
Daniel Smith,18,1.94,50,Sophmore,Early College
Joe Williams,18,2.11,57,Junior,Engineering
Mac German,15,2.71,43,Freshman,Early College
Rachel Davis,14,1.55,21,Sophmore,Marketing
Hayden Williams,18,3.28,4,Sophmore,Marketing
Mac Johnson,19,2.59,42,Sophmore,Culinary
Sophie Anderson,17,3.99,33,Senior,Business
Hayden Brown,14,4.26,4,Sophmore,Culinary
Sophie Johnson,18,3.0,60,Super Senior,Computer Science
Tom White,16,0.76,45,Freshman,Fine Arts
Ian Foster,14,0.63,3,Super Senior,Early Childhood Education
Bob Moore,14,3.24,51,Super Senior,Engineering
Tom Foster,15,0.83,44,Sophmore,Fine Arts
Daniel Smith,18,3.62,30,Junior,Business
Mac White,14,0.7,41,Freshman,Construction
Tom White,19,0.63,57,Senior,Business
Hayden Foster,18,0.89,13,Senior,Marketing
Tom German,17,0.3,6,Super Senior,Marketing
Bob Johnson,17,2.21,31,Sophmore,Computer Science
Sophie Smith,15,0.44,45,Super Senior,Marketing
Hayden Smith,14,1.19,34,Senior,Bio Med
Sarah Davis,17,0.3,14,Senior,Engineering
Ian Fraker,19,1.61,8,Sophmore,Bio Med
Daniel Anderson,15,3.85,45,Junior,Culinary
Daniel Anderson,15,1.25,28,Freshman,Fine Arts
Lily Scott,17,2.4,29,Senior,Early Childhood Education
Ian Garcia,17,2.47,48,Freshman,Computer Science
Sarah Scott,16,3.08,32,Sophmore,Business
Rachel Williams,18,2.98,6,Super Senior,Business
Sarah Johnson,18,2.72,45,Super Senior,Computer Science
Lily Davis,19,4.25,22,Junior,Engineering
Ian Brown,15,2.1,50,Senior,Fine Arts
Rachel Fraker,18,2.39,55,Sophmore,Engineering
Alex King,14,1.63,51,Super Senior,Engineering
Isabelle Smith,16,1.45,13,Super Senior,Marketing
Ben Davis,14,2.52,19,Super Senior,Marketing
Emma Anderson,14,3.38,31,Freshman,Engineering
Sophie King,19,3.49,20,Freshman,Computer Science
Daniel Davis,14,1.38,26,Senior,Computer Science
Mac Fraker,17,2.85,32,Freshman,Bio Med
Daniel Fraker,19,1.13,12,Super Senior,Construction
Ben Fraker,19,2.97,38,Junior,Engineering
Ben Fraker,19,2.34,24,Junior,Early College
Emma King,14,2.05,40,Sophmore,Early Childhood Education
Marie Fraker,16,3.22,32,Junior,Fine Arts
Hayden Brown,19,4.12,30,Senior,Culinary
Isabelle German,14,1.18,11,Freshman,Construction
Hayden Smith,17,0.71,20,Super Senior,Business
Joe Garcia,16,3.33,40,Junior,Fine Arts
Hayden Garcia,16,4.2,9,Junior,Fine Arts
Hayden Brown,17,3.58,29,Freshman,Construction
Bob Jones,15,1.58,10,Super Senior,Computer Science
Ben Scott,17,1.57,9,Senior,Marketing
Isabelle Scott,15,2.51,10,Senior,Fine Arts
Ian Foster,16,1.75,11,Sophmore,Early College
Joe Foster,14,1.56,34,Super Senior,Computer Science
Ian Moore,17,1.86,46,Senior,Early Childhood Education
Isabelle Williams,17,3.11,50,Senior,Early Childhood Education
Rachel Fraker,16,4.34,34,Senior,Business
Bob Jones,14,2.07,28,Junior,Early College
Hayden Moore,16,1.29,5,Junior,Construction
Joe Jones,14,1.14,60,Super Senior,Early College
Emma White,15,2.98,22,Senior,Fine Arts
Marie Anderson,18,2.37,24,Senior,Engineering
Mac Davis,19,2.37,24,Freshman,Business
Hayden Johnson,15,0.81,43,Super Senior,Bio Med
Rachel Miller,14,2.07,37,Sophmore,Marketing
Josh Foster,17,3.78,28,Sophmore,Construction
Bob Williams,19,4.31,35,Freshman,Engineering
Sophie Anderson,19,4.2,8,Freshman,Early Childhood Education
Hayden Davis,17,2.16,6,Freshman,Computer Science
Rachel Miller,19,2.52,35,Freshman,Bio Med
Sarah White,19,2.4,9,Sophmore,Construction
Bob White,17,1.01,24,Senior,Business
Ian Garcia,15,2.27,21,Super Senior,Business
Marie Garcia,15,3.99,46,Senior,Marketing
Rachel Johnson,16,3.17,18,Senior,Engineering
Lily Foster,15,2.17,53,Super Senior,Computer Science
Marie German,16,4.18,23,Senior,Culinary
Bob Foster,19,1.1,56,Junior,Early Childhood Education
Hayden German,18,1.09,11,Sophmore,Marketing
Lily Garcia,17,1.1,6,Freshman,Early Childhood Education
Isabelle Scott,17,2.4,29,Super Senior,Fine Arts
Mac Moore,18,1.22,50,Super Senior,Engineering
Joe Jones,16,0.89,54,Sophmore,Bio Med
Sophie White,18,1.5,6,Sophmore,Engineering
Ben Smith,17,3.5,58,Senior,Fine Arts
Emma Fraker,16,0.63,24,Junior,Engineering
Emma Scott,19,4.46,21,Super Senior,Marketing
Josh Miller,17,2.15,31,Super Senior,Fine Arts
Joe Moore,14,0.95,46,Super Senior,Early Childhood Education
Lily Garcia,15,2.03,52,Junior,Marketing
Hayden Johnson,18,2.91,60,Sophmore,Early Childhood Education
Bob Miller,14,0.86,11,Super Senior,Construction
Tom Moore,14,3.28,48,Junior,Computer Science
Daniel Moore,16,2.68,45,Sophmore,Culinary
Daniel Miller,15,1.6,9,Freshman,Construction
Hayden Scott,19,2.22,1,Senior,Culinary
Daniel Fraker,16,0.32,57,Junior,Early Childhood Education
Josh Johnson,18,4.11,53,Super Senior,Culinary
Bob Foster,15,4.39,6,Freshman,Early Childhood Education
Marie Fraker,16,2.72,45,Sophmore,Early Childhood Education
Sarah Davis,19,1.5,51,Sophmore,Fine Arts
Hayden Johnson,15,2.45,42,Sophmore,Engineering
Tom Miller,15,1.12,25,Super Senior,Culinary
Alex Miller,19,4.42,51,Freshman,Business
Sophie King,17,1.0,45,Senior,Marketing
Rachel White,18,2.11,46,Senior,Early Childhood Education
Rachel Miller,18,0.38,24,Sophmore,Business
Ben Anderson,14,2.45,13,Freshman,Marketing
Ian Williams,19,0.92,60,Senior,Bio Med
Emma Fraker,18,3.45,19,Super Senior,Business
Lily Foster,14,1.65,22,Freshman,Culinary
Ian Fraker,18,0.55,56,Super Senior,Culinary
Ben Foster,19,1.65,20,Junior,Construction
Daniel Fraker,17,3.18,40,Super Senior,Business
Ian Davis,14,3.6,46,Sophmore,Engineering
Tom Jones,14,1.8,57,Senior,Computer Science
Ian German,18,3.54,53,Senior,Construction
Alex Foster,18,2.23,23,Senior,Early Childhood Education
Emma German,15,1.34,12,Senior,Engineering
Hayden Scott,17,3.33,26,Super Senior,Marketing
Bob Smith,14,2.33,14,Super Senior,Construction
Joe Johnson,14,4.22,22,Super Senior,Engineering
Sarah German,18,3.7,14,Super Senior,Bio Med
Marie Scott,18,3.49,28,Junior,Business
Marie Brown,14,4.39,47,Junior,Construction
Daniel Johnson,19,1.84,44,Freshman,Engineering
Bob Moore,16,1.93,39,Freshman,Marketing
Hayden White,15,0.7,43,Junior,Bio Med
Mac Moore,19,3.38,16,Senior,Computer Science
Daniel Garcia,14,3.33,5,Super Senior,Early College
Daniel Brown,18,3.35,45,Junior,Construction
Hayden Brown,19,4.13,56,Senior,Early College
Ben King,18,1.74,33,Senior,Computer Science
Emma Foster,19,2.71,58,Senior,Computer Science
Mac Davis,15,3.57,40,Freshman,Fine Arts
Isabelle Williams,16,2.22,27,Freshman,Fine Arts
Sarah Johnson,14,1.77,32,Junior,Bio Med
Sophie Foster,14,0.81,60,Super Senior,Fine Arts
Isabelle Miller,16,2.44,45,Sophmore,Early Childhood Education
Hayden Miller,17,2.29,26,Super Senior,Construction
Joe Miller,16,3.14,35,Sophmore,Bio Med
Mac Smith,14,2.86,5,Senior,Engineering
Alex Miller,16,2.03,58,Super Senior,Culinary
Bob Williams,17,3.35,39,Sophmore,Early College
Hayden King,18,4.36,7,Sophmore,Marketing
Ian Garcia,19,3.99,38,Junior,Bio Med
Hayden Brown,18,2.67,58,Super Senior,Bio Med
Ben Garcia,15,0.83,1,Sophmore,Engineering
Alex Anderson,15,2.06,4,Freshman,Business
Emma Foster,17,0.92,21,Junior,Early Childhood Education
Hayden Williams,15,0.8,48,Senior,Computer Science
Rachel Brown,14,2.41,43,Freshman,Bio Med
Tom Williams,18,3.8,15,Freshman,Culinary
Joe Brown,17,1.31,11,Junior,Culinary
Sarah King,16,3.34,53,Sophmore,Fine Arts
Emma White,17,1.11,23,Freshman,Bio Med
Tom King,19,3.79,16,Super Senior,Bio Med
Bob Foster,14,3.49,6,Super Senior,Bio Med
Emma Davis,16,0.76,54,Junior,Early College
Rachel Smith,16,3.96,31,Super Senior,Early College
Hayden Williams,14,2.4,59,Sophmore,Fine Arts
Bob King,18,4.09,46,Sophmore,Engineering
Hayden Fraker,17,2.34,43,Junior,Engineering
Bob Moore,17,2.27,8,Junior,Bio Med
Ben King,19,2.18,48,Sophmore,Business
Mac German,18,3.89,9,Junior,Construction
Emma Williams,17,2.2,19,Junior,Business
Hayden Jones,17,4.06,14,Sophmore,Computer Science
Joe Miller,18,3.04,40,Junior,Fine Arts
Daniel Garcia,19,1.17,15,Senior,Construction
Emma Foster,19,4.01,17,Sophmore,Fine Arts
Sophie Foster,18,1.71,15,Freshman,Construction
Sarah Fraker,19,0.58,43,Junior,Business
Daniel White,17,2.61,51,Junior,Early Childhood Education
Bob Smith,16,2.17,31,Freshman,Engineering
Josh Jones,16,4.43,45,Sophmore,Business
Tom Davis,19,4.25,52,Sophmore,Early College
Joe Foster,16,0.76,59,Super Senior,Culinary
Joe German,18,2.44,35,Super Senior,Business
Joe Scott,14,2.31,36,Freshman,Culinary
Ian Garcia,17,1.11,55,Sophmore,Fine Arts
Rachel White,19,1.57,35,Freshman,Early College
Josh Johnson,16,1.26,23,Super Senior,Engineering
Alex Moore,18,4.15,54,Super Senior,Early Childhood Education
Marie White,18,2.12,48,Junior,Culinary
Sophie Scott,16,4.08,19,Junior,Engineering
Marie Scott,17,2.16,24,Super Senior,Business
Josh German,18,4.09,16,Senior,Culinary
Mac White,16,2.38,13,Freshman,Early Childhood Education
Joe Williams,14,3.96,16,Junior,Bio Med
Marie Garcia,16,3.13,25,Super Senior,Fine Arts
Josh Williams,16,3.62,40,Freshman,Fine Arts
Mac Miller,19,4.25,34,Senior,Early Childhood Education
Mac Foster,17,4.06,18,Sophmore,Early College
Bob Johnson,16,3.62,40,Super Senior,Construction
Daniel Foster,17,2.64,35,Super Senior,Culinary
Bob King,14,3.05,35,Junior,Business
Rachel Davis,14,2.81,28,Sophmore,Fine Arts
Daniel German,15,1.88,58,Freshman,Computer Science
Joe German,17,2.5,38,Junior,Early College
Ian King,17,3.42,25,Senior,Early College
Sophie King,16,3.2,44,Freshman,Culinary
Daniel King,16,4.22,28,Super Senior,Culinary
Daniel Smith,17,3.89,20,Super Senior,Construction
Rachel Williams,15,4.12,54,Senior,Culinary
Marie Smith,18,3.26,34,Freshman,Business
Ben Anderson,19,1.96,12,Super Senior,Fine Arts
Marie Brown,19,3.69,34,Sophmore,Computer Science
Marie Brown,19,4.19,18,Freshman,Fine Arts
Sophie Fraker,18,1.31,2,Sophmore,Business
Alex Foster,19,1.99,31,Freshman,Bio Med
Hayden Fraker,17,2.11,33,Sophmore,Engineering
Emma Davis,16,0.63,21,Freshman,Construction
Alex Smith,19,1.86,51,Freshman,Business
Josh Garcia,14,3.84,31,Super Senior,Marketing
Ben German,15,1.99,15,Senior,Fine Arts
Sophie Miller,14,0.96,37,Senior,Culinary
Alex Scott,15,1.61,16,Freshman,Construction
Emma Foster,15,4.44,57,Senior,Engineering
Tom Williams,19,1.3,53,Freshman,Engineering
Emma Johnson,19,2.68,48,Freshman,Fine Arts
Bob Garcia,18,1.95,50,Super Senior,Computer Science
Bob Miller,16,3.39,18,Freshman,Fine Arts
Alex Miller,15,2.11,1,Freshman,Computer Science
Tom Jones,19,0.89,35,Junior,Bio Med
Ben Davis,19,1.32,24,Super Senior,Business
Josh Williams,19,3.93,14,Sophmore,Marketing
Emma Scott,15,4.37,46,Sophmore,Computer Science
Emma German,14,0.53,3,Freshman,Business
Sarah Garcia,18,3.55,39,Freshman,Bio Med
Mac German,17,0.34,31,Sophmore,Marketing
Mac Garcia,18,2.56,35,Freshman,Culinary
Hayden German,16,0.46,56,Sophmore,Fine Arts
Hayden Moore,17,1.39,0,Freshman,Fine Arts
Alex Scott,15,3.48,27,Sophmore,Business
Rachel King,15,3.31,37,Sophmore,Computer Science
Alex White,15,2.68,54,Freshman,Culinary
Ben Anderson,16,3.21,43,Senior,Fine Arts
Rachel Jones,19,2.36,58,Freshman,Fine Arts
Daniel White,14,3.91,15,Senior,Fine Arts
Ian Fraker,14,0.9,43,Freshman,Marketing
Alex White,16,0.76,59,Sophmore,Business
Ian Anderson,17,2.94,8,Freshman,Marketing
Joe Moore,15,0.41,41,Junior,Bio Med
Hayden Moore,18,3.07,33,Super Senior,Culinary
Marie White,14,0.88,48,Junior,Business
Alex Anderson,14,2.15,34,Freshman,Engineering
Sophie Foster,17,3.36,10,Sophmore,Bio Med
Ian Miller,14,2.23,34,Junior,Fine Arts
Tom Foster,18,1.3,22,Freshman,Business
Ian Johnson,17,1.18,34,Junior,Computer Science
Isabelle Garcia,19,2.21,37,Freshman,Construction
Emma Williams,14,4.13,5,Freshman,Culinary
Ben Garcia,14,1.41,3,Sophmore,Fine Arts
Daniel Davis,18,1.6,46,Senior,Early Childhood Education
Josh Miller,18,2.07,60,Sophmore,Early College
Mac Johnson,18,0.65,32,Freshman,Construction
Lily Jones,15,1.34,11,Junior,Computer Science
Mac King,15,2.3,16,Senior,Engineering
Isabelle German,18,4.48,33,Freshman,Marketing
Ian Foster,19,4.02,37,Junior,Marketing
Ben Johnson,19,3.82,45,Junior,Business
Isabelle Brown,16,0.73,11,Freshman,Construction
Emma Brown,15,2.31,11,Sophmore,Marketing
Ian German,19,1.6,48,Senior,Construction
Ian Anderson,19,2.95,28,Sophmore,Fine Arts
Mac Johnson,16,2.82,50,Freshman,Culinary
Joe Scott,17,4.47,51,Junior,Business
Joe Jones,14,3.4,58,Senior,Computer Science
Alex Scott,15,2.67,42,Super Senior,Engineering
Lily Johnson,14,2.7,42,Freshman,Business
Ian Davis,17,4.18,22,Junior,Culinary
Mac German,18,4.33,55,Junior,Fine Arts
Isabelle Moore,18,1.75,30,Freshman,Construction
Sophie White,15,0.52,29,Super Senior,Marketing
Ben Smith,16,2.84,19,Junior,Early College
Alex Moore,19,4.04,52,Sophmore,Early Childhood Education
Marie Davis,14,4.17,55,Senior,Early Childhood Education
Bob Williams,17,3.18,19,Senior,Fine Arts
Emma Smith,17,3.52,1,Freshman,Computer Science
Sophie Davis,16,1.05,2,Junior,Engineering
Rachel Brown,17,1.4,43,Freshman,Construction
Isabelle King,17,3.6,26,Senior,Fine Arts
Daniel Foster,16,2.05,3,Super Senior,Fine Arts
Sarah Miller,18,0.91,45,Super Senior,Computer Science
Marie King,18,3.12,45,Freshman,Fine Arts
Josh Anderson,16,1.66,6,Sophmore,Marketing
Emma Smith,19,1.41,59,Sophmore,Early College
Lily White,19,3.65,47,Super Senior,Computer Science
Tom Scott,18,3.1,37,Sophmore,Bio Med
Emma Moore,17,1.91,59,Super Senior,Culinary
Josh Scott,14,3.09,46,Junior,Fine Arts
Isabelle White,15,2.7,20,Junior,Business
Lily German,19,1.36,7,Sophmore,Early College
Marie Brown,17,1.69,39,Super Senior,Marketing
Emma Jones,18,1.8,42,Junior,Computer Science
Marie Jones,18,0.35,51,Junior,Engineering
Bob Jones,14,1.62,6,Sophmore,Early College
Sophie German,18,0.64,42,Super Senior,Early Childhood Education
Daniel Moore,14,2.37,47,Sophmore,Bio Med
Ian Foster,19,3.28,34,Junior,Culinary
Josh German,18,1.89,5,Junior,Culinary
Ben King,18,1.38,8,Super Senior,Engineering
Sarah Jones,19,4.48,55,Senior,Construction
Mac King,15,3.96,52,Junior,Computer Science
Marie Brown,17,0.76,38,Super Senior,Fine Arts
Bob King,19,0.58,18,Super Senior,Early Childhood Education
Joe Garcia,19,1.76,47,Freshman,Marketing
Sarah White,17,0.42,34,Super Senior,Engineering
Ian German,15,4.25,27,Freshman,Construction
